LineId,Day,Month,Date,Time,Year,Level,Component,Line,Content,EventId,EventTemplate,ParameterList
11,Fri,Aug,1,12:03:52,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
12,Fri,Aug,1,12:03:52,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
13,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),3e:32:26:ac:1c:43,bf1d534d,3e:<*>:<*>:ac:1c:<*>,"['32:26', '43']"
14,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
15,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),3e:32:26:ac:1c:43,bf1d534d,3e:<*>:<*>:ac:1c:<*>,"['32:26', '43']"
16,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
17,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),3e:32:26:ac:1c:43,bf1d534d,3e:<*>:<*>:ac:1c:<*>,"['32:26', '43']"
18,Fri,Aug,1,12:04:32,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
19,Fri,Aug,1,12:04:33,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
20,Fri,Aug,1,12:04:33,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.178 3e:32:26:ac:1c:43 tuanhace-s-Samsung-S20-FE,be9d1b55,<*> 3e:<*>:<*>:ac:1c:<*> tuanhace-s-Samsung-S20-FE,"['192.168.13.178', '32:26', '43']"
21,Fri,Aug,1,12:04:33,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
22,Fri,Aug,1,12:04:33,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
23,Fri,Aug,1,12:05:07,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.227 c2:bc:c6:69:3c:9a,07a7d844,<*> c2:bc:c6:<*>:3c:9a,"['192.168.13.227', '69']"
24,Fri,Aug,1,12:05:07,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.227 c2:bc:c6:69:3c:9a iPhone,dd94ac01,<*> c2:bc:c6:<*>:3c:9a iPhone,"['192.168.13.227', '69']"
25,Fri,Aug,1,12:05:07,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
26,Fri,Aug,1,12:05:07,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
27,Fri,Aug,1,12:05:27,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.51 92:3f:de:dc:cc:70,c792cbf0,<*> <*>:3f:de:dc:cc:<*>,"['192.168.13.51 92', '70']"
28,Fri,Aug,1,12:05:27,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.51 92:3f:de:dc:cc:70 iPhone,2f88821e,<*> <*>:3f:de:dc:cc:<*> iPhone,"['192.168.13.51 92', '70']"
29,Fri,Aug,1,12:05:27,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
30,Fri,Aug,1,12:05:27,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
31,Fri,Aug,1,12:05:36,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.75 a2:38:d5:b6:55:57,453251a9,<*> a2:<*>:d5:b6:<*>:<*>,"['192.168.13.75', '38', '55:57']"
32,Fri,Aug,1,12:05:36,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.75 a2:38:d5:b6:55:57 Mac,f749ce53,<*> a2:<*>:d5:b6:<*>:<*> Mac,"['192.168.13.75', '38', '55:57']"
33,Fri,Aug,1,12:05:36,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
34,Fri,Aug,1,12:05:36,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
35,Fri,Aug,1,12:05:36,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.75 a2:38:d5:b6:55:57,453251a9,<*> a2:<*>:d5:b6:<*>:<*>,"['192.168.13.75', '38', '55:57']"
36,Fri,Aug,1,12:05:36,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.75 a2:38:d5:b6:55:57 Mac,f749ce53,<*> a2:<*>:d5:b6:<*>:<*> Mac,"['192.168.13.75', '38', '55:57']"
37,Fri,Aug,1,12:05:37,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),3e:32:26:ac:1c:43,bf1d534d,3e:<*>:<*>:ac:1c:<*>,"['32:26', '43']"
38,Fri,Aug,1,12:05:37,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
39,Fri,Aug,1,12:05:37,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.178 3e:32:26:ac:1c:43,8fc5c7fc,<*> 3e:<*>:<*>:ac:1c:<*>,"['192.168.13.178', '32:26', '43']"
40,Fri,Aug,1,12:05:37,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.178 3e:32:26:ac:1c:43 tuanhace-s-Samsung-S20-FE,be9d1b55,<*> 3e:<*>:<*>:ac:1c:<*> tuanhace-s-Samsung-S20-FE,"['192.168.13.178', '32:26', '43']"
41,Fri,Aug,1,12:05:37,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
42,Fri,Aug,1,12:05:37,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
43,Fri,Aug,1,12:06:26,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
44,Fri,Aug,1,12:06:26,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
45,Fri,Aug,1,12:06:26,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
46,Fri,Aug,1,12:06:26,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
47,Fri,Aug,1,12:06:33,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
48,Fri,Aug,1,12:06:33,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
49,Fri,Aug,1,12:06:33,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
50,Fri,Aug,1,12:06:33,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
51,Fri,Aug,1,12:06:40,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
52,Fri,Aug,1,12:06:40,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
53,Fri,Aug,1,12:06:40,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
54,Fri,Aug,1,12:06:40,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
55,Fri,Aug,1,12:06:55,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.2 52:40:db:93:6b:61,5c76f617,<*> <*>:<*>:db:<*>:6b:<*>,"['192.168.13.2 52', '40', '93', '61']"
56,Fri,Aug,1,12:06:55,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.2 52:40:db:93:6b:61,5c76f617,<*> <*>:<*>:db:<*>:6b:<*>,"['192.168.13.2 52', '40', '93', '61']"
57,Fri,Aug,1,12:06:55,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
58,Fri,Aug,1,12:06:55,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
59,Fri,Aug,1,12:07:04,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
60,Fri,Aug,1,12:07:04,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
61,Fri,Aug,1,12:07:04,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
62,Fri,Aug,1,12:07:04,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
63,Fri,Aug,1,12:07:05,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
64,Fri,Aug,1,12:07:05,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
65,Fri,Aug,1,12:07:05,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
66,Fri,Aug,1,12:07:05,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
67,Fri,Aug,1,12:07:08,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
68,Fri,Aug,1,12:07:08,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
69,Fri,Aug,1,12:07:08,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
70,Fri,Aug,1,12:07:08,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
71,Fri,Aug,1,12:07:09,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
72,Fri,Aug,1,12:07:09,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
73,Fri,Aug,1,12:07:09,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
74,Fri,Aug,1,12:07:09,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
75,Fri,Aug,1,12:07:17,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),aa:c5:df:ca:4d:68,2d4bc3a8,aa:c5:df:ca:4d:<*>,['68']
76,Fri,Aug,1,12:07:17,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.147 aa:c5:df:ca:4d:68,3a326a1b,<*> aa:c5:df:ca:4d:<*>,"['192.168.13.147', '68']"
77,Fri,Aug,1,12:07:17,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.147 aa:c5:df:ca:4d:68,3a326a1b,<*> aa:c5:df:ca:4d:<*>,"['192.168.13.147', '68']"
78,Fri,Aug,1,12:07:17,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.147 aa:c5:df:ca:4d:68 Redmi-Note-13-Pro-5G,9332a37d,<*> aa:c5:df:ca:4d:<*> Redmi-Note-<*>-Pro-5G,"['192.168.13.147', '68', '13']"
79,Fri,Aug,1,12:07:17,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
80,Fri,Aug,1,12:07:17,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
81,Fri,Aug,1,12:07:28,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e,5fe665a4,<*> ce:c8:9d:<*>:c5:1e,"['192.168.13.10', '82']"
82,Fri,Aug,1,12:07:28,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.10 ce:c8:9d:82:c5:1e Watch,3c9e700b,<*> ce:c8:9d:<*>:c5:1e Watch,"['192.168.13.10', '82']"
83,Fri,Aug,1,12:07:28,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6.lan to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6.lan', '192.168.13.160', '192.168.13.1']"
84,Fri,Aug,1,12:07:28,2025,daemon.warn,dnsmasq-dhcp[926],not,giving name vthomeap6 to the DHCP lease of 192.168.13.160 because the name exists in /tmp/hosts/dhcp.cfg01411c with address 192.168.13.1,1541e39a,giving name <*> to the DHCP lease of <*> because the name exists in /tmp/hosts/dhcp.cfg01411c with address <*>,"['vthomeap6', '192.168.13.160', '192.168.13.1']"
85,Fri,Aug,1,12:08:02,2025,daemon.info,dnsmasq-dhcp[926],DHCPDISCOVER(br-lan),8a:1f:9d:da:bf:77,a89f3f7c,8a:1f:9d:da:bf:<*>,['77']
86,Fri,Aug,1,12:08:02,2025,daemon.info,dnsmasq-dhcp[926],DHCPOFFER(br-lan),192.168.13.196 8a:1f:9d:da:bf:77,c9b71b15,<*> 8a:1f:9d:da:bf:<*>,"['192.168.13.196', '77']"
87,Fri,Aug,1,12:08:03,2025,daemon.info,dnsmasq-dhcp[926],DHCPREQUEST(br-lan),192.168.13.196 8a:1f:9d:da:bf:77,c9b71b15,<*> 8a:1f:9d:da:bf:<*>,"['192.168.13.196', '77']"
88,Fri,Aug,1,12:08:03,2025,daemon.info,dnsmasq-dhcp[926],DHCPACK(br-lan),192.168.13.196 8a:1f:9d:da:bf:77 S21-FE-cua-Hieu,2524c50e,<*> 8a:1f:9d:da:bf:<*> S21-FE-cua-Hieu,"['192.168.13.196', '77']"
